0	195	   
1	195	   
2	195	   
3	195	   
4	195	   
5	195	   
6	195	   
7	195	   
8	195	   
9	195	   
10	195	   
11	195	   
12	195	   
13	195	   
14	195	   
15	195	   
16	195	   
17	195	   
18	195	   
19	195	   
20	195	   
21	195	   
22	195	   
23	195	   
24	195	   
25	195	   
26	195	   
27	195	   
28	195	   
29	195	   
30	195	   
31	195	   
32	195	   
33	195	   
34	195	   
35	195	   
36	195	   
37	195	   
38	195	   
39	195	   
40	195	   
41	195	   
42	195	   
43	195	   
44	195	   
45	195	   
46	195	   
47	195	   
48	195	   
49	195	   
50	195	   
51	195	   
52	195	   
53	195	   
54	195	   
55	195	   
56	195	   
57	195	   
58	195	   
59	195	   
60	195	   
61	195	   
62	195	   
63	195	   
64	195	   
65	195	   
66	195	   
67	195	   
68	195	   
69	195	   
70	195	   
71	195	   
72	195	   
73	195	   
74	195	   
75	195	   
76	195	   
77	195	   
78	195	   
79	195	   
80	195	   
81	195	   
82	195	   
83	195	   
84	195	   
85	195	   
86	195	   
87	195	   
88	195	   
89	195	   
90	195	   
91	195	   
92	195	   
93	195	   
94	195	   
95	195	   
96	195	   
97	195	   
98	195	   
99	195	   
100	195	   
101	195	   
102	195	   
103	195	   
104	195	   
105	195	   
106	195	   
107	195	   
108	195	   
109	195	   
110	195	   
111	195	   
112	195	   
113	195	   
114	195	   
115	195	   
116	195	   
117	195	   
118	195	   
119	195	   
120	195	   
121	195	   
122	195	   
123	195	   
124	195	   
125	195	   
126	195	   
127	195	   
128	195	   
129	195	   
130	195	   
131	195	   
132	195	   
133	195	   
134	195	   
135	195	   
136	195	   
137	195	   
138	195	   
139	195	   
140	195	   
141	195	   
142	195	   
143	195	   
144	195	   
145	195	   
146	195	   
147	195	   
148	195	   
149	195	   
150	195	   
151	195	   
152	195	   
153	195	   
154	195	   
155	195	   
156	195	   
157	195	   
158	195	   
159	195	   
160	195	   
161	195	   
162	195	   
163	195	   
164	195	   
165	195	   
166	195	   
167	195	   
168	195	   
169	195	   
170	195	   
171	195	   
172	195	   
173	195	   
174	195	   
175	195	   
176	195	   
177	195	   
178	195	   
179	195	   
180	195	   
181	195	   
182	195	   
183	195	   
184	195	   
185	195	   
186	195	   
187	195	   
188	195	   
189	195	   
190	195	   
191	195	   
192	195	   
193	195	   
194	195	   
195	195	   
196	195	   
197	195	   
198	195	   
199	195	   
200	195	   
201	195	   
202	195	   
203	195	   
204	195	   
205	195	   
206	195	   
207	195	   
208	195	   
209	195	   
210	195	   
211	195	   
212	195	   
213	195	   
214	195	   
215	195	   
216	195	   
217	195	   
218	195	   
219	195	   
220	195	   
221	195	   
222	195	   
223	195	   
224	195	   
225	195	   
226	195	   
227	195	   
228	195	   
229	195	   
230	195	   
231	195	   
232	195	   
233	195	   
234	195	   
235	195	   
236	195	   
237	195	   
238	195	   
239	195	   
240	195	   
241	195	   
242	195	   
243	195	   
244	195	   
245	195	   
246	195	   
247	195	   
248	195	   
249	195	   
250	195	   
251	195	   
252	195	   
253	195	   
254	195	   
255	195	 
